,Body,Actual Tags,Predicted Tags
5239,嘉儀陶瓷式電暖器,"('電暖器',)","('電暖器',)"
5240,荔枝青蘋微舒打,"('碳酸飲料',)","('碳酸飲料',)"
5241,蜜妮水感肌淨卸粧油,"('卸妝油',)","('卸妝油',)"
5242,仁熊精選二手機現貨供應保固天,"('智慧型手機',)","('智慧型手機',)"
5243,美膚溫感眼部精華,"('眼部精華',)","('眼部精華',)"
5244,阿葵亞瞬護賦活潤髮乳,"('潤髮乳',)","('潤髮乳',)"
5245,復古運動鞋中性灰色楦,"('運動鞋',)","('運動鞋',)"
5246,綠的植系濃縮洗衣精植萃抗菌,"('洗衣精',)","('洗衣精',)"
5247,香奈兒奢華精質面,"('面膜',)","('面膜',)"
5248,現貨帽刷毛勾勾,"('運動/機能服',)","('運動/機能服',)"
5249,呂滋養韌髮洗髮精敏感性,"('洗髮精',)","('洗髮精',)"
5250,歐都納男款魔力升溫圓領保暖長袖內著灰柔軟刷毛吸濕排汗快乾蓄熱保溫抑菌抗臭,"('運動/機能服',)","('運動/機能服',)"
5251,雅詩蘭黛粉持久完美持妝粉底專櫃公司貨,"('粉底液',)","('粉底液',)"
5252,薰衣草洗髮精,"('洗髮精',)","('洗髮精',)"
5253,大家源不鏽鋼蒸煮燉美食鍋藍綠色,"('鍋具',)","('鍋具',)"
5254,西華日式木柄合金牛奶鍋色任選寧靜藍,"('鍋具',)","('鍋具',)"
5255,代收代付禾聯防潑水即熱式電膜電暖器專區,"('電暖器',)","('電暖器',)"
5256,來一客韓式泡菜杯麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
5257,日式洗衣球入,"('洗衣球',)","('洗衣球',)"
5258,溫感指甲油藍色夏威夷,"('指甲油',)","('指甲油',)"
5259,美咖水唇蜜光澤高水感護唇膏雅典紅,"('護唇膏',)","('護唇膏',)"
5260,艾瑪絲舒敏平衡洗髮精,"('洗髮精',)","('洗髮精',)"
5261,台鹽海洋鹼性離子水,"('礦泉水',)","('礦泉水',)"
5262,積雪草肌深層卸妝棉,"('卸妝棉',)","('卸妝棉',)"
5263,相模元祖極致薄衛生套入盒,"('保險套',)","('保險套',)"
5264,男基本帽白,"('運動/機能服',)","('運動/機能服',)"
5265,農心海鮮麵袋麵入,"('速食麵/泡麵',)","('速食麵/泡麵',)"
5266,哥倫比亞男款涼感快排短袖排汗衫色涼感排汗防曬,"('運動/機能服',)","('運動/機能服',)"
5267,舒益優清新益生菌,"('益生菌',)","('益生菌',)"
5268,寶拉樂小麥啤酒,"('啤酒',)","('啤酒',)"
5269,力保美達,"('維他命飲料',)","('維他命飲料',)"
5270,瑞穗牧場鮮乳全脂,"('鮮乳',)","('鮮乳',)"
5271,家福洗衣皂,"('洗衣皂',)","('洗衣皂',)"
5272,澳克騎士全貓食譜無穀海魚鮭魚飼料,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5273,元氣貓罐多種口味可選入,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5274,美麗日記修護能亮雙激粹黑珍珠面膜入,"('面膜',)","('面膜',)"
5275,好自在衛生棉超長夜,"('衛生棉',)","('衛生棉',)"
5276,型量子廣色域聯網顯示器型號,"('液晶電視',)","('液晶電視',)"
5277,伯朗咖啡三合一義式拿鐵風味入袋伯朗,"('即溶咖啡',)","('即溶咖啡',)"
5278,海洋拉娜濃萃修復眼霜百貨公司貨,"('眼霜',)","('眼霜',)"
5279,皇家理想體態貓專用濕糧,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5280,凱婷造型眉彩餅限定色,"('眉粉',)","('眉粉',)"
5281,毛孩王義大利啟蒙主食狗罐狗罐頭主食餐罐無麩質無染色劑無防腐劑無基因改造成分,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5282,博寶兒兒童牙膏草莓口味佩佩豬,"('兒童牙膏',)","('兒童牙膏',)"
5283,凱婷粹選單色眼影,"('眼影盤',)","('眼影盤',)"
5284,情人捲筒廚房紙巾組捲,"('廚房紙巾',)","('廚房紙巾',)"
5285,日居良品新升級大面寬馬卡龍弧形大容量質感簡約可拆式五層抽屜收納櫃附輪附鎖杏色,"('收納櫃',)","('收納櫃',)"
5286,橄欖洗髮露,"('洗髮精',)","('洗髮精',)"
5287,巴黎萊雅持色印記空氣吻唇露抉擇,"('唇露',)","('唇露',)"
5288,魅尚萱完美深層修護洗髮精,"('洗髮精',)","('洗髮精',)"
5289,黃金魚卵蛋餃,"('火鍋料',)","('火鍋料',)"
5290,入組面寬粉嫩五層衣物玩具抽屜櫃收納櫃,"('收納櫃',)","('收納櫃',)"
5291,凱婷時尚眉彩膏,"('染眉膏',)","('染眉膏',)"
5292,自製烤酒香紅麴高粱香腸,"('中式香腸',)","('中式香腸',)"
5293,維力炸醬麵包,"('速食麵/泡麵',)","('速食麵/泡麵',)"
5294,眼影暈染刷大藝術家玩色系列,"('眼影刷/棒',)","('眼影刷/棒',)"
5295,總代理男銀離子加強保暖型圓領長袖內層衣黑黑,"('運動/機能服',)","('運動/機能服',)"
5296,白蘭蘆薈洗衣精補充包,"('洗衣精',)","('洗衣精',)"
5297,北方智慧型陶瓷遙控電暖器,"('電暖器',)","('電暖器',)"
5298,渡邊維他命膜衣錠粒瓶,"('維他命D',)",()
5299,閃耀珠光唇蜜,"('唇蜜',)","('唇蜜',)"
5300,超濃縮洗衣精補,"('洗衣精',)","('洗衣精',)"
5301,代收代付油光清透蜜粉餅裸膚,"('蜜粉',)","('蜜粉',)"
5302,最划算防蹣抗菌洗衣精補充包,"('洗衣精',)","('洗衣精',)"
5303,代收代付理膚寶水全面修復霜醫妝世家全面修復霜,"('面霜/乳霜',)","('面霜/乳霜',)"
5304,麗柏有機逆齡緊緻抗皺修護面霜,"('面霜/乳霜',)","('面霜/乳霜',)"
5305,可樂娜啤酒,"('啤酒',)","('啤酒',)"
5306,德國天然什錦水果穀片袋裝,"('麥片穀類',)","('麥片穀類',)"
5307,朝日乾杯生啤酒,"('啤酒',)","('啤酒',)"
5308,高保濕純欖護唇膏,"('護唇膏',)","('護唇膏',)"
5309,霓淨思玻尿酸保濕溫和潔顏,"('洗面乳',)","('洗面乳',)"
5310,好自在液體衛生棉量多日用片,"('衛生棉',)","('衛生棉',)"
5311,阿甘鞋女鞋,"('運動鞋',)","('運動鞋',)"
5312,渴望野牧鮮雞高齡老犬配方,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5313,韓國萬能媽媽藍寶石原礦木紋不沾鍋具件組炒湯蓋,"('鍋具',)","('鍋具',)"
5314,春風三層抽取式衛生紙抽,"('衛生紙',)","('衛生紙',)"
5315,加好寶經典貓罐頭遠洋鮪魚大餐罐,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5316,萌髮洗髮精清爽抗屑型,"('洗髮精',)","('洗髮精',)"
5317,康乃馨產婦專用衛生棉片,"('衛生棉',)","('衛生棉',)"
5318,立正站好控油洗髮精促銷組洗髮沐,"('洗髮精',)","('洗髮精',)"
5319,新倫敦登喜路夏夜號,"('菸',)","('菸',)"
5320,麗仕璐咪可草本純淨洗髮精,"('洗髮精',)","('洗髮精',)"
5321,短效品璞亞珍珠酒粕滋養面膜效期至,"('面膜',)","('面膜',)"
5322,熊寶貝柔軟護衣精補充包沁藍海洋香,"('柔軟精',)","('柔軟精',)"
5323,黑松沙士,"('碳酸飲料',)","('碳酸飲料',)"
5324,貝膚黛瑪舒敏高效潔膚液,"('卸妝水',)","('卸妝水',)"
5325,花王植萃弱酸洗髮精涼感控油型康是美,"('洗髮精',)","('洗髮精',)"
5326,媚比琳反孔特霧粉底液新升級,"('粉底液',)","('粉底液',)"
5327,沛綠雅氣泡天然礦泉水,"('氣泡水',)","('氣泡水',)"
5328,多元修護日霜入優惠組,"('面霜/乳霜',)","('面霜/乳霜',)"
5329,萊雅炭去油洗面乳,"('洗面乳',)","('洗面乳',)"
5330,休閒鞋男鞋海外限定愛迪達三葉草緩震穿搭黑,"('運動鞋',)","('運動鞋',)"
5331,香氛護手霜,"('護手霜',)","('護手霜',)"
5332,漾緁控油瓷效妝前隔離乳進化版蝦皮,"('妝前乳/隔離霜',)","('妝前乳/隔離霜',)"
5333,潔牙成犬無穀配方雞肉蔬果,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5334,藍瓶綠瓶深層抗菌倍抗菌超濃縮洗衣精柔軟精寶僑,"('柔軟精', '洗衣精')","('柔軟精', '洗衣精')"
5335,選捷克皮爾森歐克啤酒,"('啤酒',)","('啤酒',)"
5336,最划算雞肉狗罐頭,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5337,控油洗髮精激涼,"('洗髮精',)","('洗髮精',)"
5338,高慶泉古早味低鹽油膏,"('醬油類',)","('醬油類',)"
5339,香氛禮盒組,"('擴香瓶',)","('擴香瓶',)"
5340,長袖上衣女,"('運動/機能服',)","('運動/機能服',)"
5341,巧虎兒童牙刷歲,"('兒童牙刷',)","('兒童牙刷',)"
5342,舒潔平版衛生紙張,"('衛生紙',)","('衛生紙',)"
5343,杜蕾斯杜蕾斯薄型裝保險套安全套避孕套入情趣用品保險套,"('保險套',)","('保險套',)"
5344,酷椰嶼椰奶入,"('椰奶',)","('椰奶',)"
5345,麗仕柔亮去屑止癢洗髮乳,"('洗髮精',)","('洗髮精',)"
5346,蕾莉歐乳果滋潤唇膏,"('護唇膏',)","('護唇膏',)"
5347,阿華田減糖巧克力營養麥芽飲品,"('調味牛乳',)","('調味牛乳',)"
5348,牙周護護理牙膏,"('成人牙膏',)","('成人牙膏',)"
5349,多媒體高衝程有線鍵盤型號,"('鍵盤',)","('鍵盤',)"
5350,淨嫩沐浴保濕,"('沐浴乳',)","('沐浴乳',)"
5351,臺虎點心餅英式波特啤酒,"('啤酒',)","('啤酒',)"
5352,超完美特務粉底液,"('粉底液',)","('粉底液',)"
5353,廚老媽拌麵麻辣,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
5354,設計師唇膏,"('唇膏',)","('唇膏',)"
5355,義大利進口牙膏牙膏界的愛瑪仕茉莉肉桂生薑海洋經典甘草天然植物萃取,"('成人牙膏',)","('成人牙膏',)"
5356,絕對經典唇膏,"('唇膏',)","('唇膏',)"
5357,熊寶貝純淨溫和柔軟護衣精補充包包,"('柔軟精',)","('柔軟精',)"
5358,媚比琳超持久霧感液態唇膏系列媚比琳官方旗艦店,"('唇蜜',)","('唇蜜',)"
5359,員山黑芝麻豆奶,"('豆奶/豆乳',)","('調味豆漿',)"
5360,愛迪達運動短裙女藍色,"('運動/機能服',)","('運動/機能服',)"
5361,光泉鮮乳,"('鮮乳',)","('鮮乳',)"
5362,嘿囉熟齡犬燉食無穀新鮮火雞肉燉鴨肉鷹嘴豆磅狗飼料,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5363,北方智慧型陶瓷遙控電暖器,"('電暖器',)","('電暖器',)"
5364,原味海洋深層氣泡水,"('氣泡水',)","('氣泡水',)"
5365,軟式珪藻土替換布套品味藍,"('珪藻土地墊',)","('珪藻土地墊',)"
5366,碳酸深層潔淨泡沫洗面乳加強緊緻,"('洗面乳',)","('洗面乳',)"
5367,沙宣防斷髮護髮精華素,"('護髮乳',)","('護髮乳',)"
5368,倫士度男性全方位保養化妝水清爽型,"('化妝水',)","('化妝水',)"
5369,瑞穗牧場鮮乳,"('鮮乳',)","('鮮乳',)"
5370,南門手工原味蛋餃,"('火鍋料',)","('火鍋料',)"
5371,入海尼根玻璃瓶平,"('啤酒',)","('啤酒',)"
5372,沃拿多渦流循環電暖器電暖器,"('電暖器',)","('電暖器',)"
5373,御茶園極上紅茶,"('即飲紅茶',)","('即飲紅茶',)"
5374,莫凡彼原味優格,"('優格',)","('優格',)"
5375,薰衣草滋潤精油洗髮精,"('洗髮精',)","('洗髮精',)"
5376,宇曜黑,"('智慧型手機',)","('智慧型手機',)"
5377,蘇菲娜漾緁輕妝綺肌長效粉餅進化版,"('粉餅',)","('粉餅',)"
5378,角鯊潤澤修復精華,"('精華液',)","('精華液',)"
5379,台塑生醫嬰兒沐浴精補充包包網,"('沐浴乳',)","('沐浴乳',)"
5380,康乃馨水寶貝潔膚濕巾片包,"('濕紙巾',)","('濕紙巾',)"
5381,特級金貓大罐鮪吻仔柴魚,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5382,妮維雅護唇膏潤澤,"('護唇膏',)","('護唇膏',)"
5383,漸層魅色腮紅肉桂杏紅,"('腮紅',)","('腮紅',)"
5384,羅多倫濾掛式咖啡香醇包袋,"('濾掛/耳掛咖啡',)","('濾掛/耳掛咖啡',)"
5385,薇佳全能修復霜升級版居家必備萬用修復霜,"('面霜/乳霜',)","('面霜/乳霜',)"
5386,蜜粉餅紫微光,"('蜜粉',)","('蜜粉',)"
5387,贈吋時尚炫彩筆電盛夏粉,"('筆記型電腦',)","('筆記型電腦',)"
5388,蒲公英單抽式衛生紙抽包,"('衛生紙',)","('衛生紙',)"
5389,大有機農豆漿微糖,"('豆漿/黑豆漿',)","('豆漿/黑豆漿',)"
5390,卸粧蜜雙效組,"('卸妝凝膠',)","('卸妝凝膠',)"
5391,名模聚光精華液紅色保濕滋養,"('精華液',)","('精華液',)"
5392,兒童木醣醇含氟牙膏水果草莓口味,"('兒童牙膏',)","('兒童牙膏',)"
5393,桂格高鈣順暢奶粉,"('成人奶粉',)","('成人奶粉',)"
5394,足部電暖器,"('電暖器',)","('電暖器',)"
5395,代收代付禾聯陶瓷電暖器,"('電暖器',)","('電暖器',)"
5396,阿桶麵雞汁排骨,"('速食麵/泡麵',)","('速食麵/泡麵',)"
5397,西莎餐盒小羊肉,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5398,麥迪森玻尿酸舒潤液支盒,"('人工淚液',)","('人工淚液',)"
5399,娜艾菩沐浴桃葉補,"('沐浴乳',)","('沐浴乳',)"
5400,國際牌雙負離子吹風機,"('吹風機',)","('吹風機',)"
5401,維他命群日份粒包,"('維他命B',)","('維他命B',)"
5402,麥香紅茶入入,"('即飲紅茶',)","('即飲紅茶',)"
5403,桂冠香菇燕餃盒盒,"('火鍋料',)","('火鍋料',)"
5404,紅牛魔王靠墊,"('維他命飲料',)","('其他地墊(家用)',)"
5405,限量福利品惠而浦片葉片電子式電暖器惠而浦原廠保證福利品,"('電暖器',)","('電暖器',)"
5406,買就抽幣奇美型低藍光智慧連網顯示器視訊盒,"('液晶電視',)","('液晶電視',)"
5407,有機黑豆漿微甜,"('豆漿/黑豆漿',)","('豆漿/黑豆漿',)"
5408,可口可樂罐,"('碳酸飲料',)","('碳酸飲料',)"
5409,萃樂口蘆薈蜜桃綠茶,"('即飲綠茶',)","('即飲綠茶',)"
5410,黑人超氟牙膏,"('成人牙膏',)","('成人牙膏',)"
5411,西莎狗餐盒野菜牛肉盒組盒組,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5412,,"('智慧型手機',)",()
5413,敏感話題敏弱蜜粉餅,"('蜜粉',)","('蜜粉',)"
5414,韓國香氛順盈護髮油蘋檸也配,"('護髮乳',)","('護髮乳',)"
5415,媚比琳反孔特霧控油水光奇蹟保濕妝前乳,"('妝前乳/隔離霜',)","('妝前乳/隔離霜',)"
5416,思帕可氣泡水,"('氣泡水',)","('氣泡水',)"
5417,提提研角鯊烷輕乳霜面膜入盒盒,"('面膜',)","('面膜',)"
5418,吋平板灰色,"('平板電腦',)","('平板電腦',)"
5419,粉霧型蜜粉,"('蜜粉',)","('蜜粉',)"
5420,統一蜜豆奶草莓入,"('豆奶/豆乳',)","('豆奶/豆乳',)"
5421,限量送無線充電護眼檯燈含基本安裝國際牌型連網液晶顯示器庫網,"('液晶電視',)","('液晶電視',)"
5422,皇家寶馬香菸號支,"('菸',)","('菸',)"
5423,積雪草護手霜,"('護手霜',)","('護手霜',)"
5424,凱婷雙重記憶美睫捲翹膏防水纖長,"('睫毛膏',)","('睫毛膏',)"
5425,乳木果油滋潤霜,"('面霜/乳霜',)","('面霜/乳霜',)"
5426,彈力豐潤唇部精華,"('護唇精華',)","('護唇精華',)"
5427,雪碧,"('碳酸飲料',)","('碳酸飲料',)"
5428,順髮油膠囊式護髮油粒紫護,"('護髮乳',)","('護髮乳',)"
5429,五月花厚棒廚房紙巾組捲,"('廚房紙巾',)","('廚房紙巾',)"
5430,國際牌公升微電腦微波爐,"('微波爐',)","('微波爐',)"
5431,藍甘菊保濕面膜,"('面膜',)","('面膜',)"
5432,濃縮洗衣精補充包清香,"('洗衣精',)","('洗衣精',)"
5433,派伊蘇打跳跳棒棒,"('碳酸飲料',)",()
5434,售完小獅王寬口葫蘆小奶瓶,"('奶瓶',)","('奶瓶',)"
5435,春風柔韌細緻抽取式衛生紙抽包串箱,"('衛生紙',)","('衛生紙',)"
5436,草泥馬修容定妝組,"('修容',)","('修容',)"
5437,西瓜通訊高雄有店面盒裝福利機成新三星黑,"('平板電腦',)","('智慧型手機',)"
5438,即期品愛之味純濃燕麥入箱共入有效日期,"('燕麥奶',)","('燕麥奶',)"
5439,美亞平底鍋,"('鍋具',)","('鍋具',)"
5440,富果樂水果麥片,"('麥片穀類',)","('麥片穀類',)"
5441,萌髮甦活洗髮精調理養護,"('洗髮精',)","('洗髮精',)"
5442,倍力倍力低敏配方犬糧,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5443,高露潔自然之萃舒護牙齦牙膏支,"('成人牙膏',)","('成人牙膏',)"
5444,義美無糖高纖豆奶,"('豆漿/黑豆漿',)","('豆漿/黑豆漿',)"
5445,日本獅王浸透護齦牙膏,"('成人牙膏',)","('成人牙膏',)"
5446,西莎蒸鮮包成犬牛肉蔬菜,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5447,我愛特潤氣色水漾唇膏,"('唇膏',)","('唇膏',)"
5448,花香原效洗髮乳舒緩平衡瓶瓶,"('洗髮精',)","('洗髮精',)"
5449,法國皇家加強化毛成貓專用,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5450,西莎精緻乾糧澳洲牛肉與低敏鮭魚口味,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5451,澳寶一分鐘焗油深層修護極速修護,"('護髮乳',)","('護髮乳',)"
5452,味全天然水,"('礦泉水',)","('礦泉水',)"
5453,水潤專科保濕乳液,"('臉部乳液',)","('臉部乳液',)"
5454,雪平鍋,"('鍋具',)","('鍋具',)"
5455,葡萄王孅益薑黃複方膠囊,"('薑黃',)","('薑黃',)"
5456,預收悅氏天然水,"('礦泉水',)","('礦泉水',)"
5457,蒲公英環保抽取式衛生紙抽包串,"('衛生紙',)","('衛生紙',)"
5458,沙威隆抗菌沐浴露檸香馬鞭草,"('沐浴乳',)","('沐浴乳',)"
5459,荒野饗宴之與狼共舞海陸大餐貓食,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5460,深層卸妝油,"('卸妝油',)","('卸妝油',)"
5461,蒂沐蝶橙花植萃舒活沐浴露,"('沐浴乳',)","('沐浴乳',)"
5462,純白專科美肌多效乳霜,"('面霜/乳霜',)","('面霜/乳霜',)"
5463,無添加特選素材泡洗顏補充包,"('洗面乳',)","('洗面乳',)"
5464,刷樂動感牙刷,"('成人牙刷',)","('成人牙刷',)"
5465,特級保濕潔面乳,"('洗面乳',)","('洗面乳',)"
5466,小太陽專業冰沙調理機,"('調理機',)","('調理機',)"
5467,元旦促銷買送水蠻牛,"('維他命飲料',)","('維他命飲料',)"
5468,絢光腮紅,"('腮紅',)","('腮紅',)"
5469,澎澎清爽沐浴乳補充包,"('沐浴乳',)","('沐浴乳',)"
5470,黑橋牌香腸原味,"('中式香腸',)","('中式香腸',)"
5471,鍋寶多功能溫控烤箱,"('烤箱',)","('烤箱',)"
5472,淨嫩沐浴乳補充包款任選花王旗艦館,"('沐浴乳',)","('沐浴乳',)"
5473,露得清深層淨化亮白洗面乳,"('洗面乳',)","('洗面乳',)"
5474,金燦時刻惹火唇膏,"('唇膏',)","('唇膏',)"
5475,三得利頂級生啤酒,"('啤酒',)","('啤酒',)"
5476,自白肌玻尿酸雙效眼唇卸妝,"('眼唇卸妝',)","('眼唇卸妝',)"
5477,持久眼線筆黑色,"('眼線筆',)","('眼線筆',)"
5478,香氛室內擴香雪松,"('擴香瓶',)","('擴香瓶',)"
5479,保濕護手霜玫瑰,"('護手霜',)","('護手霜',)"
5480,安怡高鈣奶粉,"('成人奶粉',)","('成人奶粉',)"
5481,精算師持色細眉筆小三美日,"('眉筆',)","('眉筆',)"
5482,無限肌緻微生肌活保濕精華,"('精華液',)","('精華液',)"
5483,樂金超細纖維抹布掃地機器人,"('掃地機',)","('掃地機',)"
5484,代收代付流線聚焦眼線膠筆,"('眼線膠筆',)","('眼線膠筆',)"
5485,牙刷,"('成人牙刷',)","('成人牙刷',)"
5486,酪農戶限定鮮乳萬丹瓶,"('鮮乳',)","('鮮乳',)"
5487,奇異廚房醇鮮風乾犬糧克包組穀飼嫩雞,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5488,即溶咖啡,"('即溶咖啡',)","('即溶咖啡',)"
5489,淨去屑洗髮乳墨角藻淨透型,"('洗髮精',)","('洗髮精',)"
5490,原萃原萃包種烏龍茶寶特瓶入組,"('即飲烏龍茶', '即飲無糖茶')","('即飲烏龍茶',)"
5491,立體雙色眉粉可可棕,"('眉粉',)","('眉粉',)"
5492,資生堂敏感話題均衡乳液清爽型,"('臉部乳液',)","('臉部乳液',)"
5493,優生酒精濕巾抗菌抽單片包,"('濕紙巾',)","('濕紙巾',)"
5494,珂然嬰兒洗髮沐浴露異敏修護霜洗髮沐浴修護霜保濕,"('洗髮精(嬰幼童/孕婦)',)","('洗髮精(嬰幼童/孕婦)',)"
5495,美白隔離霜柔光粉,"('妝前乳/隔離霜',)","('妝前乳/隔離霜',)"
5496,桂格燕麥堅果王,"('燕麥奶',)","('燕麥奶',)"
5497,康乃馨健護成人紙尿褲號片號片包,"('成人紙尿褲',)","('成人紙尿褲',)"
5498,斑馬雪平鍋,"('鍋具',)","('鍋具',)"
5499,佳麗寶高效防曬水凝乳大加小激殺五件組,"('防曬',)","('防曬',)"
5500,茶裏王英式紅茶,"('即飲紅茶',)","('即飲紅茶',)"
5501,小甘菊野生玫瑰謢手霜條狀,"('護手霜',)","('護手霜',)"
5502,蓓比適零添加潔膚柔濕巾抽包箱,"('濕紙巾',)","('濕紙巾',)"
5503,適膚克林純水隨即抽濕紙巾抽包,"('濕紙巾',)","('濕紙巾',)"
5504,妮維雅男性清爽控油洗面乳,"('洗面乳',)","('洗面乳',)"
5505,國際牌公司貨花漾冷熱吹風機,"('吹風機',)","('吹風機',)"
5506,質立無加糖希臘式優格,"('優格',)","('優格',)"
